Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
85,1.82661E+14,1.82662E+14,463.981244,1.82662E+14,1.82662E+14,70.830059,daisy,0.66491896,,,534.811303,,149,2,,,,
85,1.82662E+14,1.82662E+14,467.973276,1.82662E+14,1.82662E+14,66.289747,daisy,0.6951223,,,534.263023,,150,2,,,,
86,1.82662E+14,1.82663E+14,470.715203,1.82663E+14,1.82663E+14,67.844069,daisy,0.61315644,,,538.559272,,151,1,,,,
86,1.82663E+14,1.82663E+14,467.987287,1.82663E+14,1.82663E+14,68.254642,daisy,0.5582332,,,536.241929,,152,2,,,,
87,1.82663E+14,1.82664E+14,467.658745,1.82664E+14,1.82664E+14,66.660944,daisy,0.71032315,,,534.319689,,153,2,,,,
88,1.82664E+14,1.82664E+14,468.812495,1.82664E+14,1.82665E+14,67.266673,daisy,0.5430775,,,536.079168,,154,2,,,,
88,1.82665E+14,1.82665E+14,468.679109,1.82665E+14,1.82665E+14,69.580476,daisy,0.5928872,,,538.259585,,155,1,,,,
89,1.82665E+14,1.82666E+14,467.643224,1.82666E+14,1.82666E+14,60.207193,daisy,0.6500013,,,527.850417,,156,2,,,,
89,1.82666E+14,1.82666E+14,467.136088,1.82666E+14,1.82666E+14,65.74334,daisy,0.66062474,,,532.879428,,157,2,,,,
90,1.82666E+14,1.82667E+14,467.887338,1.82667E+14,1.82667E+14,68.910371,daisy,0.5154307,,,536.797709,,158,2,,,,
90,1.82667E+14,1.82667E+14,466.687963,1.82667E+14,1.82667E+14,65.038912,daisy,0.6691836,,,531.726875,,159,1,,,,
91,1.82667E+14,1.82668E+14,474.160621,1.82668E+14,1.82668E+14,57.598704,daisy,0.70588535,,,531.759325,,160,2,,,,
92,1.82668E+14,1.82668E+14,476.704996,1.82668E+14,1.82668E+14,75.81058,daisy,0.525885,,,552.515576,,161,2,,,,
92,1.82669E+14,1.82669E+14,465.267338,1.82669E+14,1.82669E+14,61.844277,daisy,0.44172758,,,527.111615,,162,2,,,,
93,1.82669E+14,1.8267E+14,473.629057,1.8267E+14,1.8267E+14,70.018288,daisy,0.65618783,,,543.647345,,163,2,,,,
93,1.8267E+14,1.8267E+14,467.538016,1.8267E+14,1.8267E+14,67.393966,daisy,0.7289844,,,534.931982,,164,1,,,,
94,1.8267E+14,1.82671E+14,468.16312,1.82671E+14,1.82671E+14,66.881153,daisy,0.6595439,,,535.044273,,165,2,,,,
94,1.82671E+14,1.82671E+14,475.747183,1.82671E+14,1.82671E+14,75.346518,daisy,0.6766267,,,551.093701,,166,2,,,,
95,1.82671E+14,1.82672E+14,472.807286,1.82672E+14,1.82672E+14,70.266986,daisy,0.52999663,,,543.074272,,167,2,,,,
95,1.82672E+14,1.82672E+14,466.238119,1.82672E+14,1.82672E+14,67.845475,daisy,0.7526134,,,534.083594,,168,1,,,,
96,1.82672E+14,1.82673E+14,470.506766,1.82673E+14,1.82673E+14,64.03584,daisy,0.67041683,,,534.542606,,169,2,,,,
97,1.82673E+14,1.82674E+14,471.44562,1.82674E+14,1.82674E+14,68.263653,daisy,0.6823615,,,539.709273,,170,2,,,,
